GO NO,ARREST BOOKING NO_PK,PIN,AGE,SEX,RACE,ETHNICITY,ARREST DATE,ARREST TIME,BT,ARREST REASON,ARREST TYPE,SUMMARY OF FACTS,ARREST OFFICER,ARREST OFFICER NAME,CURRENT STATUS,YOUNG OFFENDER?
SJ2020202880791,SJ202014967,442138328,39,F,W,W,10/14/2020,1924,A3,ON VIEW,ON VIEW ARREST,POSSESS CONTROLLED SUBSTANCE (ONVW),,,CHARGED/BOOKED,N
SJ2020202880817,SJ202014977,442131196,32,M,H,H,10/14/2020,2035,C3,ON VIEW,ON VIEW ARREST,DUI WITH ALCOHOL 0 08 PERCENT OR MORE (ONVW),4885,KAYZAR,CHARGED/BOOKED,N
SJ2020202880846,SJ202015013,441757087,40,M,H,H,10/14/2020,2033,E3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4373,GARIBAY,CITED,N
SJ2020202880883,SJ202014971,441788831,33,M,B,B,10/14/2020,2118,Y5,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),,,CHARGED/BOOKED,N
SJ2020202880901,SJ202014969,441850656,52,M,H,H,10/14/2020,2200,S3,ON VIEW,ON VIEW ARREST,BAT:SPOUSE/EX SP/DATE/ETC (ONVW),4503,JOHNSON,CHARGED/BOOKED,N
SJ2020202880930,SJ202015018,442270211,19,M,W,W,10/14/2020,2212,L1,CRIMINAL CITATION,SUMMONED/CITED,SMOG DEVICE (CITE),3335,CARR,CITED,N
SJ2020202880966,SJ202014968,442278521,30,M,B,B,10/14/2020,2306,K6,ON VIEW,ON VIEW ARREST,BATTERY W/SERIOUS BODILY INJURY (PUNISHMENT) (ONVW),3524,RAMOS,CHARGED/BOOKED,N
SJ2020202889702,SJ202017740,441994385,34,M,H,H,10/14/2020,1415,E4,CRIMINAL CITATION,SUMMONED/CITED,PROSTITUTION (CITE),4572,MARROQUIN,CITED,N
SJ2020202889704,SJ202017739,442030389,53,M,W,W,10/14/2020,1655,E4,CRIMINAL CITATION,SUMMONED/CITED,PROSTITUTION (CITE),4601,QUINONEZ,CITED,N
SJ2020202889706,SJ202017333,442278872,27,M,I,I,10/14/2020,1834,E4,CRIMINAL CITATION,SUMMONED/CITED,PROSTITUTION (CITE),4431,NGUYEN,CITED,N
SJ2020202889707,SJ202017336,442282126,29,M,W,W,10/14/2020,1900,E4,CRIMINAL CITATION,SUMMONED/CITED,PROSTITUTION (CITE),4657,LAMAR,CITED,N
SJ2020202889708,SJ202017335,442279046,39,M,H,H,10/14/2020,1859,E4,CRIMINAL CITATION,SUMMONED/CITED,PROSTITUTION (CITE),4601,QUINONEZ,CITED,N
SJ2020202889711,SJ202017338,441826239,50,M,H,H,10/14/2020,2155,E4,CRIMINAL CITATION,SUMMONED/CITED,PROSTITUTION (CITE),4436,LEDWITH,CITED,N
SJ2020202889712,SJ202017332,442278875,60,M,W,W,10/14/2020,2157,E4,CRIMINAL CITATION,SUMMONED/CITED,PROSTITUTION (CITE),4559,BROWER,CITED,N
SJ2020J3406877 C,SJ202015013,441757087,40,M,H,H,10/14/2020,2033,E3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4373,GARIBAY,CITED,N
SJ2020J3447421 C,SJ202015016,441739332,52,M,W,W,10/14/2020,1520,S1,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4259,BARRETT,CITED,N
SJ2020J3471175 C,SJ202014959,442246996,26,M,B,B,10/14/2020,226,W4,CRIMINAL CITATION,SUMMONED/CITED,VANDALISM (CITE),4845,ZHAO,CITED,N
SJ2020J3471879 C,SJ202015018,442270211,19,M,W,W,10/14/2020,2212,L1,CRIMINAL CITATION,SUMMONED/CITED,SMOG DEVICE (CITE),3335,CARR,CITED,N
SJ2020J3472342 C,SJ202016008,442281396,47,M,H,H,10/14/2020,1000,C1,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4879,LEONCE,CITED,N
SJ2020J3473429 C,SJ202015012,442190368,21,F,W,W,10/14/2020,1045,A5,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),,,CITED,N
SJ2020J3474151 C,SJ202017740,441994385,34,M,H,H,10/14/2020,1415,E4,CRIMINAL CITATION,SUMMONED/CITED,PROSTITUTION (CITE),4572,MARROQUIN,CITED,N
SJ2020J3474154 C,SJ202017739,442030389,53,M,W,W,10/14/2020,1655,E4,CRIMINAL CITATION,SUMMONED/CITED,PROSTITUTION (CITE),4601,QUINONEZ,CITED,N
SJ2020J3474176 C,SJ202017333,442278872,27,M,I,I,10/14/2020,1834,E4,CRIMINAL CITATION,SUMMONED/CITED,PROSTITUTION (CITE),4431,NGUYEN,CITED,N
SJ2020J3474177 C,SJ202017338,441826239,50,M,H,H,10/14/2020,2155,E4,CRIMINAL CITATION,SUMMONED/CITED,PROSTITUTION (CITE),4436,LEDWITH,CITED,N
SJ2020J3474201 C,SJ202017336,442282126,29,M,W,W,10/14/2020,1900,E4,CRIMINAL CITATION,SUMMONED/CITED,PROSTITUTION (CITE),4657,LAMAR,CITED,N
SJ2020J3474251 C,SJ202017335,442279046,39,M,H,H,10/14/2020,1859,E4,CRIMINAL CITATION,SUMMONED/CITED,PROSTITUTION (CITE),4601,QUINONEZ,CITED,N
SJ2020J3474252 C,SJ202017332,442278875,60,M,W,W,10/14/2020,2157,E4,CRIMINAL CITATION,SUMMONED/CITED,PROSTITUTION (CITE),4559,BROWER,CITED,N
SJ2020WARRANT C,SJ202017033,442103246,22,F,H,H,10/14/2020,1412,V1,CRIMINAL CITATION,SUMMONED/CITED,HIT AND RUN:PROPERTY DAMAGE (CITE),,,CITED,N
SJ2020WARRANT C,SJ202015131,441742045,22,F,H,H,10/14/2020,1255,V1,CRIMINAL CITATION,SUMMONED/CITED,INFLICT CORP INJ ON SPOUSE/COHAB (CITE),,,CITED,N
SJ2020WARRANT C,SJ202015134,441735209,24,M,H,H,10/14/2020,1050,V1,CRIMINAL CITATION,SUMMONED/CITED,DUI WITH ALCOHOL 0 08 PERCENT OR MORE (CITE),,,CITED,N
SJ2020202640976,SJ202015150,442157289,16,M,H,H,10/15/2020,1657,,ON VIEW,ON VIEW ARREST,ASSAULT WITH A DEADLY WEAPON / STRONG ARM ROBBERY,,,CHARGED/BOOKED,Y
SJ2020202830001,SJ202015150,442157289,16,M,H,H,10/15/2020,1657,,ON VIEW,ON VIEW ARREST,ASSAULT WITH A DEADLY WEAPON / STRONG ARM ROBBERY,,,CHARGED/BOOKED,Y
SJ2020202880999,SJ202014981,442278549,31,M,H,W,10/15/2020,109,F4,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),,,CHARGED/BOOKED,N
SJ2020202881006,SJ202015067,441968735,53,M,H,H,10/15/2020,37,C6,ON VIEW,ON VIEW ARREST,DUI WITH ALCOHOL 0 08 PERCENT OR MORE (ONVW),,,CHARGED/BOOKED,N
SJ2020202881011,SJ202015608,442213388,19,M,H,H,10/15/2020,103,S4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONCENTRATED CANNABIS (CITE),4865,SILVERSTEIN,CITED,N
SJ2020202881011,SJ202014978,442213386,19,M,H,H,10/15/2020,58,S4,ON VIEW,ON VIEW ARREST,POSSESS CONCENTRATED CANNABIS (ONVW),,,CHARGED/BOOKED,N
SJ2020202881011,SJ202014979,442278547,19,M,H,H,10/15/2020,58,S4,ON VIEW,ON VIEW ARREST,DISORDERLY CONDUCT/ALCOHOL (ONVW),,,CHARGED/BOOKED,N
SJ2020202889705,SJ202017738,442279113,59,M,W,W,10/15/2020,1755,E4,CRIMINAL CITATION,SUMMONED/CITED,PROSTITUTION (CITE),4551,FALKNER,CITED,N
SJ2020202890024,SJ202015010,442048447,36,M,H,H,10/15/2020,33,L2,ON VIEW,ON VIEW ARREST,POSSESS CONTROLLED SUBSTANCE (ONVW),4816,MEHER,CHARGED/BOOKED,N
SJ2020202890050,SJ202014983,441723860,39,F,V,V,10/15/2020,148,M5,ON VIEW,ON VIEW ARREST,BATTERY (ONVW),,,CHARGED/BOOKED,N
SJ2020202890055,SJ202016381,442092267,50,M,A,A,10/15/2020,227,P3,OUT OF COUNTY WARRANT,TAKEN INTO CUSTODY/WARRANT ARREST ONLY,ATTEMPTED ROBBERY (OWAR),,,CHARGED/BOOKED,N
SJ2020202890074,SJ202014985,441972734,29,M,H,H,10/15/2020,251,A4,ON VIEW,ON VIEW ARREST,POSSESSION OF SWITCHBLADE (ONVW),,,CHARGED/BOOKED,N
SJ2020202890116,SJ202016046,442278563,54,M,O,O,10/15/2020,830,R2,ON VIEW,ON VIEW ARREST,POSSESS/CONTROLL MATTER DEPICTING PERSON UNDER AGE 18 IN SEX A (ONVW),4150,MCTIERNAN,CHARGED/BOOKED,N
SJ2020202890120,SJ202015037,442019510,21,M,B,B,10/15/2020,504,F5,ON VIEW,ON VIEW ARREST,ASSAULT WITH A DEADLY WEAPON (PUNISHMENT) (ONVW),,,CHARGED/BOOKED,N
SJ2020202890205,SJ202015025,442278568,31,F,A,A,10/15/2020,840,V2,ON VIEW,ON VIEW ARREST,DRIVING/TAKING VEHICLE W/O OWNERS PERMISSION (ONVW),,,CHARGED/BOOKED,N
SJ2020202890222,SJ202015036,442153275,55,M,B,B,10/15/2020,920,K1,ON VIEW,ON VIEW ARREST,ASSAULT WITH A DEADLY WEAPON (PUNISHMENT) (ONVW),3467,MARTINEZ,CHARGED/BOOKED,N
SJ2020202890294,SJ202015039,441771701,41,F,H,H,10/15/2020,1002,M1,ON VIEW,ON VIEW ARREST,THEFT (ONVW),,,CHARGED/BOOKED,N
SJ2020202890312,SJ202015588,442185560,35,F,W,W,10/15/2020,1103,X4,CRIMINAL CITATION,SUMMONED/CITED,VAND/PROP NOT BELONG TO SUSP (CITE),4445,NGUYEN,CITED,N
SJ2020202890339,SJ202015042,442215754,49,M,W,W,10/15/2020,1145,,ON VIEW,ON VIEW ARREST,DUI .08 BLOOD ALCHO AND CAUSING INJURY (ONVW),4028,CRUZ,CHARGED/BOOKED,N
SJ2020202890474,SJ202015072,442278877,68,M,W,W,10/15/2020,1344,L1,ON VIEW,ON VIEW ARREST,PROSTITUTION (ONVW),4587,GERMAN,CHARGED/BOOKED,N
SJ2020202890495,SJ202015073,441749760,51,M,H,H,10/15/2020,1417,L1,ON VIEW,ON VIEW ARREST,PROSTITUTION (ONVW),,,CHARGED/BOOKED,N
SJ2020202890551,SJ202015075,441834115,22,M,H,H,10/15/2020,1501,L1,ON VIEW,ON VIEW ARREST,PROSTITUTION (ONVW),4774,TONG,CHARGED/BOOKED,N
SJ2020202890584,SJ202015038,442110130,20,F,B,B,10/15/2020,1532,S6,ON VIEW,ON VIEW ARREST,LOITERING W/INTENT TO COMMIT PROSTITUTION (ONVW),,,CHARGED/BOOKED,N
SJ2020202890585,SJ202015043,441865111,52,M,B,B,10/15/2020,1649,L2,LOCAL BENCH WARRANT,TAKEN INTO CUSTODY/WARRANT ARREST ONLY,BAT:SPOUSE/EX SP/DATE/ETC (LBWR),4728,CHANDRASHEKAR,CHARGED/BOOKED,N
SJ2020202890585,SJ202015595,442227296,17,M,H,H,10/15/2020,1638,,CRIMINAL CITATION,SUMMONED/CITED,VANDALISM,,,CITED,Y
SJ2020202890603,SJ202015084,442278979,50,M,H,H,10/15/2020,1600,S6,ON VIEW,ON VIEW ARREST,PROSTITUTION (ONVW),,,CHARGED/BOOKED,N
SJ2020202890633,SJ202016447,442278689,33,M,W,W,10/15/2020,1750,A3,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),4847,GUERRA,CITED,N
SJ2020202890639,SJ202015611,211550744,41,M,H,H,10/15/2020,1648,L3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4503,JOHNSON,CITED,N
SJ2020202890666,SJ202015085,442278980,35,M,H,H,10/15/2020,1710,S6,ON VIEW,ON VIEW ARREST,PROSTITUTION (ONVW),,,CHARGED/BOOKED,N
SJ2020202890672,SJ202015610,441861452,52,M,A,A,10/15/2020,542,P1,CRIMINAL CITATION,SUMMONED/CITED,POSSESS NARC CONTROL SUBSTANCE (CITE),4809,VERGANO,CITED,N
SJ2020202890688,SJ202015597,442119973,14,M,H,H,10/15/2020,1720,,ON VIEW,ON VIEW ARREST,RESIST ARREST AND CRIMINAL THREAT,,,CHARGED/BOOKED,Y
SJ2020202890719,SJ202016389,442162141,19,F,H,H,10/15/2020,1850,P3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS MARIJUANA UNDER 21 LESS THAN 1 OZ (CITE),4894,CASTRO,CITED,N
SJ2020202890815,SJ202015086,441916809,59,M,H,H,10/15/2020,1912,L4,ON VIEW,ON VIEW ARREST,PROSTITUTION (ONVW),,,CHARGED/BOOKED,N
SJ2020202890835,SJ202015567,442196380,47,M,W,W,10/15/2020,1955,,CRIMINAL CITATION,SUMMONED/CITED,POSSESSION OF NARCOTIC DRUGS (CITE),4343,SLONIKER,CITED,N
SJ2020202890849,SJ202015751,442278982,20,F,B,B,10/15/2020,1933,S6,CRIMINAL CITATION,SUMMONED/CITED,LOITERING W/INTENT TO COMMIT PROSTITUTION (CITE),4704,ESTEVES,CITED,N
SJ2020202890849,SJ202015094,288686601,42,M,H,H,10/15/2020,1949,,ON VIEW,ON VIEW ARREST,AID ANOTHER TO COMMIT ACT OF PROSTITUTION (ONVW),,,CHARGED/BOOKED,N
SJ2020202890927,SJ202015591,441774953,28,M,A,A,10/15/2020,2111,M3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4566,BALOG,CITED,N
SJ2020202890978,SJ202015045,442204770,39,M,H,H,10/15/2020,2328,P3,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),,,CHARGED/BOOKED,N
SJ2020202891005,SJ202015046,441898840,34,F,W,W,10/15/2020,2341,,ON VIEW,ON VIEW ARREST,POSSESS UNLAWFUL PARAPHERNALIA (ONVW),,,CHARGED/BOOKED,N
SJ2020202891015,SJ202015609,442258920,48,M,W,W,10/15/2020,2351,M3,CRIMINAL CITATION,SUMMONED/CITED,TRESPASSING (CITE),4845,ZHAO,CITED,N
SJ2020J3451948 C,SJ202015751,442278982,20,F,B,B,10/15/2020,1933,S6,CRIMINAL CITATION,SUMMONED/CITED,LOITERING W/INTENT TO COMMIT PROSTITUTION (CITE),4704,ESTEVES,CITED,N
SJ2020J3455843 C,SJ202015591,441774953,28,M,A,A,10/15/2020,2111,M3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4566,BALOG,CITED,N
SJ2020J3456931 C,SJ202015588,442185560,35,F,W,W,10/15/2020,1103,X4,CRIMINAL CITATION,SUMMONED/CITED,VAND/PROP NOT BELONG TO SUSP (CITE),4445,NGUYEN,CITED,N
SJ2020J3470636 C,SJ202015610,441861452,52,M,A,A,10/15/2020,542,P1,CRIMINAL CITATION,SUMMONED/CITED,POSSESS NARC CONTROL SUBSTANCE (CITE),4809,VERGANO,CITED,N
SJ2020J3471186 C,SJ202016447,442278689,33,M,W,W,10/15/2020,1750,A3,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),4847,GUERRA,CITED,N
SJ2020J3471587 C,SJ202015567,442196380,47,M,W,W,10/15/2020,1955,,CRIMINAL CITATION,SUMMONED/CITED,POSSESSION OF NARCOTIC DRUGS (CITE),4343,SLONIKER,CITED,N
SJ2020J3472882 C,SJ202016389,442162141,19,F,H,H,10/15/2020,1850,P3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS MARIJUANA UNDER 21 LESS THAN 1 OZ (CITE),4894,CASTRO,CITED,N
SJ2020J3473251 C,SJ202015611,211550744,41,M,H,H,10/15/2020,1648,L3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4503,JOHNSON,CITED,N
SJ2020J3473304 C,SJ202015608,442213388,19,M,H,H,10/15/2020,103,S4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONCENTRATED CANNABIS (CITE),4865,SILVERSTEIN,CITED,N
SJ2020J3473826 C,SJ202015609,442258920,48,M,W,W,10/15/2020,2351,M3,CRIMINAL CITATION,SUMMONED/CITED,TRESPASSING (CITE),4845,ZHAO,CITED,N
SJ2020J3474155 C,SJ202017738,442279113,59,M,W,W,10/15/2020,1755,E4,CRIMINAL CITATION,SUMMONED/CITED,PROSTITUTION (CITE),4551,FALKNER,CITED,N
SJ2020200091041,SJ202017417,441881980,49,F,W,W,10/16/2020,1233,V1,WARRANT,ON VIEW ARREST,CHLD ENDANG INVOLV UNJUST PAIN/SUFF BY PERS W/CUSTODY/CARE GRE (WARR),,,OTHER,N
SJ2020201770088,SJ202015133,441907071,40,M,A,A,10/16/2020,1600,V1,CRIMINAL CITATION,SUMMONED/CITED,INFLICT CORP INJ ON SPOUSE/COHAB (CITE),,,CITED,N
SJ2020202360562,SJ202015061,187106828,38,M,V,V,10/16/2020,128,C1,ON VIEW,ON VIEW ARREST,ATTEMPTED MURDER (ONVW),,,CHARGED/BOOKED,N
SJ2020202400448,SJ202015876,442175962,34,M,A,A,10/16/2020,1000,,ON VIEW,ON VIEW ARREST,POSSESS SILENCER (ONVW),3269,TRAN,CHARGED/BOOKED,N
SJ2020202790412,SJ202015963,441816098,40,M,A,A,10/16/2020,1010,R1,ON VIEW,ON VIEW ARREST,RAPE:NOT SPECIFIED (ONVW),3643,VERA,CHARGED/BOOKED,N
SJ2020202900010,SJ202015062,441723532,27,M,H,H,10/16/2020,114,L6,ON VIEW,ON VIEW ARREST,DUI WITH ALCOHOL 0 08 PERCENT OR MORE (ONVW),,,CHARGED/BOOKED,N
SJ2020202900053,SJ202016047,442278782,49,F,A,A,10/16/2020,220,X4,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),4493,HERNANDEZ,CHARGED/BOOKED,N
SJ2020202900151,SJ202015068,442278831,35,F,Z,O,10/16/2020,818,T5,ON VIEW,ON VIEW ARREST,BATT/NONCOHAB/COHAB/FORMER SPOUSE (ONVW),4774,TONG,CHARGED/BOOKED,N
SJ2020202900194,SJ202015063,211550744,41,M,H,H,10/16/2020,847,L4,ON VIEW,ON VIEW ARREST,POSS CONTRLD SUB (ONVW),4634,LOZANO,CHARGED/BOOKED,N
SJ2020202900225,SJ202015118,441747485,30,M,B,B,10/16/2020,1430,R3,ON VIEW,ON VIEW ARREST,POSSESSION OF CERTAIN CONTRLD SUB WHILE ARMED WITH FIREARM (ONVW),,,CHARGED/BOOKED,N
SJ2020202900225,SJ202015119,187105803,29,M,H,H,10/16/2020,1430,R3,ON VIEW,ON VIEW ARREST,"REARREST, PROBATION VIOLATION (ONVW)",,,CHARGED/BOOKED,N
SJ2020202900228,SJ202015656,88604930,63,M,O,O,10/16/2020,854,E1,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4837,OCEGUEDA,CITED,N
SJ2020202900255,SJ202016406,442278834,23,M,B,B,10/16/2020,1045,P1,CRIMINAL CITATION,SUMMONED/CITED,FALSE ID TO SPECIFIC PEACE OFFICERS (CITE),4858,LUBERS,CITED,N
SJ2020202900291,SJ202015077,441732736,41,M,H,H,10/16/2020,1047,X3,ON VIEW,ON VIEW ARREST,USE/UNDER INFL CONTRLD SUB (ONVW),4757,ANTHONY,CHARGED/BOOKED,N
SJ2020202900294,SJ202015657,442149543,58,M,B,B,10/16/2020,1038,E3,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),2869,GUERRA,CITED,N
SJ2020202900319,SJ202015658,442149319,32,M,W,W,10/16/2020,1059,,CRIMINAL CITATION,SUMMONED/CITED,TRESPASS BY ENTERING AND OCCUPYING PROPERTY (CITE),2869,GUERRA,CITED,N
SJ2020202900319,SJ202015064,441916082,38,M,H,H,10/16/2020,1108,E3,ON VIEW,ON VIEW ARREST,POSSESS UNLAWFUL PARAPHERNALIA (ONVW),,,CHARGED/BOOKED,N
SJ2020202900343,SJ202015065,442207139,23,M,W,W,10/16/2020,1209,K2,ON VIEW,ON VIEW ARREST,THREATS TO COMMIT CRIME RESULTING IN DEATH OR GBI (ONVW),,,CHARGED/BOOKED,N
SJ2020202900372,SJ202015097,442241457,39,M,H,H,10/16/2020,1349,X2,ON VIEW,ON VIEW ARREST,CAL PURP (ONVW),,,CHARGED/BOOKED,N
SJ2020202900400,SJ202015619,442112309,14,F,H,H,10/16/2020,1817,,CRIMINAL CITATION,SUMMONED/CITED,RESIST ARREST AND BATTERY ON AN OFC,,,CITED,Y
SJ2020202900400,SJ202015613,442231716,13,M,H,H,10/16/2020,1743,,CRIMINAL CITATION,SUMMONED/CITED,UNCONTROLLABLE MINOR,,,CITED,Y
SJ2020202900425,SJ202015066,442278827,42,F,B,B,10/16/2020,1404,T2,ON VIEW,ON VIEW ARREST,BAT:SPOUSE/EX SP/DATE/ETC (ONVW),4691,ASHER,CHARGED/BOOKED,N
SJ2020202900463,SJ202015069,441775594,39,M,W,W,10/16/2020,1430,P4,ON VIEW,ON VIEW ARREST,FORCE/ADW NOT FIREARM:GBI LIKELY (ONVW),4863,BELHAMRA,CHARGED/BOOKED,N
SJ2020202900492,SJ202016049,442281482,40,F,B,B,10/16/2020,1423,E4,ON VIEW,ON VIEW ARREST,"RESISTING, DELAYING, OBSTRUCTING AN OFFICER (ONVW)",,,CHARGED/BOOKED,N
SJ2020202900494,SJ202015093,442279003,55,M,W,W,10/16/2020,1449,X3,ON VIEW,ON VIEW ARREST,DUI WITH ALCOHOL 0 08 PERCENT OR MORE (ONVW),,,CHARGED/BOOKED,N
SJ2020202900624,SJ202015076,288752143,50,M,H,H,10/16/2020,1641,L2,ON VIEW,ON VIEW ARREST,POSSESS UNLAWFUL PARAPHERNALIA (ONVW),,,CHARGED/BOOKED,N
SJ2020202900639,SJ202015074,165022741,30,M,H,H,10/16/2020,1712,Y5,ON VIEW,ON VIEW ARREST,ADULT GIVES/FURN/ETC MARIJ TO MINOR UNDR 14 (ONVW),4631,DILL,CHARGED/BOOKED,N
SJ2020202900666,SJ202015087,442140447,53,M,H,H,10/16/2020,2243,,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),,,CHARGED/BOOKED,N
SJ2020202900681,SJ202015753,442184088,41,M,A,A,10/16/2020,1803,C2,CRIMINAL CITATION,SUMMONED/CITED,USE/UNDER INFL CONTRLD SUBSTANCE (CITE),2869,GUERRA,CITED,N
SJ2020202900691,SJ202015071,219218446,47,M,H,H,10/16/2020,1801,V2,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),4483,MARTIN,CHARGED/BOOKED,N
SJ2020202900711,SJ202015754,442192730,16,M,H,H,10/16/2020,1830,,CRIMINAL CITATION,SUMMONED/CITED,UNLICENSED DRIVER & POSSESS MARIJUANA,,,CITED,Y
SJ2020202900737,SJ202015735,441786286,38,M,H,H,10/16/2020,1848,C2,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4660,MALDONADO,CITED,N
SJ2020202900769,SJ202016012,442278887,27,M,H,H,10/16/2020,1913,L5,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4818,HO,CITED,N
SJ2020202900797,SJ202016404,441905917,53,M,H,H,10/16/2020,2000,C3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4894,CASTRO,CITED,N
SJ2020202900797,SJ202016403,442216049,31,M,H,H,10/16/2020,1949,C3,CRIMINAL CITATION,SUMMONED/CITED,FALSE ID TO SPECIFIC PEACE OFFICERS (CITE),4894,CASTRO,CITED,N
SJ2020202900797,SJ202015112,442278912,46,M,H,H,10/16/2020,1951,C3,CRIMINAL CITATION,SUMMONED/CITED,RECKLESS DRIVING (CITE),4887,LEE,CITED,N
SJ2020202900823,SJ202016405,441751697,41,M,H,H,10/16/2020,2017,P4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4861,FREUDENSTEIN,CITED,N
SJ2020202900858,SJ202015755,441841199,33,M,A,A,10/16/2020,2000,P1,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4809,VERGANO,CITED,N
SJ2020202900894,SJ202016050,442214934,54,F,W,W,10/16/2020,2134,T2,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),,,CHARGED/BOOKED,N
SJ2020202900905,SJ202016399,442278907,37,M,H,H,10/16/2020,2110,L2,ON VIEW,ON VIEW ARREST,DUI ALCOHOL/DRUGS (ONVW),,,CHARGED/BOOKED,N
SJ2020202900933,SJ202015896,442022066,16,F,H,H,10/16/2020,2234,,CRIMINAL CITATION,SUMMONED/CITED,GRAND THEFT,,,CITED,Y
SJ2020202900933,SJ202015895,442238458,14,F,H,H,10/16/2020,2234,,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT,,,CITED,Y
SJ2020202900945,SJ202015078,441951038,38,M,O,O,10/16/2020,2238,T5,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),,,CHARGED/BOOKED,N
SJ2020202900961,SJ202015080,442278917,24,M,Z,Z,10/16/2020,2200,,ON VIEW,ON VIEW ARREST,DUI AND CAUSING BODILY INJURY TO ANOTHER PERSON (ONVW),4524,SINGH,CHARGED/BOOKED,N
SJ2020202900978,SJ202015095,441743747,25,M,H,H,10/16/2020,2234,C3,ON VIEW,ON VIEW ARREST,DISORDERLY CONDUCT/ALCOHOL (ONVW),4895,MAGNANO,CHARGED/BOOKED,N
SJ2020202901023,SJ202015306,442279081,18,M,H,H,10/16/2020,2325,W2,CRIMINAL CITATION,SUMMONED/CITED,POSS ALCOHOLIC BEV UNDER AGE 21 ON STREET/HIGHWAY/PUBLIC PLACE (CITE),4803,SIM,CITED,N
SJ2020202901062,SJ202015752,442082225,28,M,H,H,10/16/2020,2315,V2,CRIMINAL CITATION,SUMMONED/CITED,EXHIBITION OF SPEED (CITE),4577,ROSALES,CITED,N
SJ2020J3454046 C,SJ202015752,442082225,28,M,H,H,10/16/2020,2315,V2,CRIMINAL CITATION,SUMMONED/CITED,EXHIBITION OF SPEED (CITE),4577,ROSALES,CITED,N
SJ2020J3459348 C,SJ202015306,442279081,18,M,H,H,10/16/2020,2325,W2,CRIMINAL CITATION,SUMMONED/CITED,POSS ALCOHOLIC BEV UNDER AGE 21 ON STREET/HIGHWAY/PUBLIC PLACE (CITE),4803,SIM,CITED,N
SJ2020J3469423 C,SJ202016404,441905917,53,M,H,H,10/16/2020,2000,C3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4894,CASTRO,CITED,N
SJ2020J3469790 C,SJ202016406,442278834,23,M,B,B,10/16/2020,1045,P1,CRIMINAL CITATION,SUMMONED/CITED,FALSE ID TO SPECIFIC PEACE OFFICERS (CITE),4858,LUBERS,CITED,N
SJ2020J3470570 C,SJ202016012,442278887,27,M,H,H,10/16/2020,1913,L5,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4818,HO,CITED,N
