INCIDENT NO,RPT DATE,RPT TIME,INCIDENT TYPE DESCRIPTION
211119504,4/21/2021,1310,502C1(A) PC INTERNET FRAUD
211119505,4/21/2021,1324,1065A MISSING ADULT
211119506,4/21/2021,1330,459 PC BURG RESD-FORCE
211119507,4/21/2021,1352,484 PC CREDIT/DEBIT CARD USE
211119508,4/21/2021,1428,487 PC GRAND THEFT OTHER
211119509,4/21/2021,1542,1065A MISSING ADULT
211119510,4/21/2021,2129,1065J MISSING JUVENILE
211119511,4/21/2021,2140,1065J MISSING JUVENILE
211119512,4/21/2021,2141,1065J MISSING JUVENILE
211119513,4/21/2021,2201,1065J MISSING JUVENILE
211119514,4/21/2021,2242,1065J MISSING JUVENILE
211119515,4/21/2021,2330,1065J MISSING JUVENILE
211119516,4/21/2021,2336,1065J MISSING JUVENILE
211119701,4/21/2021,0830,1065A MISSING ADULT
211119702,4/21/2021,1456,487 PC FRAUD BY SCAM/SWINDLE
211119703,4/21/2021,1456,487 PC FRAUD BY SCAM/SWINDLE
211119704,4/21/2021,1456,487 PC FRAUD BY SCAM/SWINDLE
211119705,4/21/2021,1456,487 PC FRAUD BY SCAM/SWINDLE
211119707,4/21/2021,0945,20002VC HIT AND RUN-PROP DMG
211119708,4/21/2021,1343,487 PC GRAND THEFT OTHER
211119709,4/21/2021,1330,245A1 PC ASSAULT W/O FIREARM
211119787,4/21/2021,2058,288(A) PC L&L W/ UNDER 14YRS
211119788,4/21/2021,2029,INFORMATION ONLY
211119789,4/21/2021,2002,INFORMATION ONLY
211119790,4/21/2021,1928,288(A) PC L&L W/ UNDER 14YRS
211119791,4/21/2021,1838,INFORMATION ONLY
211119792,4/21/2021,1758,273AB PC CHLD ABUSE NOT AGG
211119793,4/21/2021,1732,311 PC OBSCENE MATTER
211119794,4/21/2021,1642,288(A) PC L&L W/ UNDER 14YRS
211119795,4/21/2021,1537,270PC NEGLECT/FAIL TO PROVIDE
211119796,4/21/2021,1513,273AB PC CHLD ABUSE NOT AGG
211119797,4/21/2021,1448,270PC NEGLECT/FAIL TO PROVIDE
211119798,4/21/2021,1350,647(B) PC PROSTITUTION
211119799,4/21/2021,1307,273AB PC CHLD ABUSE NOT AGG
211119800,4/21/2021,0141,368(B)1 PC ELDER/DEPNDT ABUSE
211119801,4/21/2021,0225,368(B)1 PC ELDER/DEPNDT ABUSE
211119802,4/21/2021,0312,368DE PC ELD/DEPNDT FIN ABUSE
211119803,4/21/2021,0325,368DE PC ELD/DEPNDT FIN ABUSE
211119804,4/21/2021,0524,368DE PC ELD/DEPNDT FIN ABUSE
211119805,4/21/2021,0556,368(B)1 PC ELDER/DEPNDT ABUSE
211119806,4/21/2021,0914,368(B)1 PC ELDER/DEPNDT ABUSE
211119807,4/21/2021,1226,368DE PC ELD/DEPNDT FIN ABUSE
211129701,4/21/2021,1530,288(A) PC L&L W/ UNDER 14YRS
210929850,4/22/2021,0815,COURTESY REPORT
211090227,4/22/2021,1112,459 PC BURG COMM-FORCE
211110169,4/22/2021,1654,484PC PETTY THEFT OTHER
211110537,4/22/2021,1804,459 PC BURGLARY VEHICLE<$950
211110601,4/22/2021,0150,5150 WI 72 HR MENTAL HOLD
211110757,4/22/2021,0210,273.5(A) PC DV MINOR INJURY
211110909,4/22/2021,0007,5150 WI 72 HR MENTAL HOLD
211120003,4/22/2021,0000,11550(A)HS UNDR INFL CNTRL SUB
211120009,4/22/2021,0005,1182 VEH ACCIDENT-PROPERTY DMG
211120010,4/22/2021,0511,148(A)(1) PC RESIST ARREST
211120013,4/22/2021,0536,20002VC HIT AND RUN-PROP DMG
211120014,4/22/2021,0015,10851(A) VC VEHICLE THEFT
211120027,4/22/2021,0042,5150 WI 72 HR MENTAL HOLD
211120034,4/22/2021,0111,12025 PC CARRY CONCEALED WEAP
211120042,4/22/2021,0126,WARRANT & FUGITIVE
211120047,4/22/2021,0134,242 PC BATTERY
211120062,4/22/2021,0147,166 PC VIOLATE COURT ORDER
211120067,4/22/2021,0157,11364 HS DRUG PARAPHERNALIA
211120071,4/22/2021,0206,245A1 PC ASSAULT W/O FIREARM
211120120,4/22/2021,0407,INFORMATION ONLY
211120126,4/22/2021,0421,10851(A) VC VEHICLE THEFT
211120130,4/22/2021,0504,594 PC VANDALISM-$400 OR MORE
211120138,4/22/2021,1254,10851R OUTSIDE AGENCY RECOVERY
211120140,4/22/2021,0527,1055 DEATH/DEAD BODY
211120149,4/22/2021,0610,INFORMATION ONLY
211120153,4/22/2021,1114,10851(A) VC VEHICLE THEFT
211120155,4/22/2021,1019,594 PC VANDALISM-$400 OR MORE
211120167,4/22/2021,0650,20002VC HIT AND RUN-PROP DMG
211120171,4/22/2021,0704,SUSPICIOUS CIRCUMSTANCES
211120172,4/22/2021,0706,459 PC BURG SCHOOL-FORCE
211120197,4/22/2021,0745,20002VC HIT AND RUN-PROP DMG
211120198,4/22/2021,0745,11377(A) HS POSN CNTRLD SUBS
211120218,4/22/2021,0819,10851(A) VC VEHICLE THEFT
211120227,4/22/2021,0839,166 PC VIOLATE COURT ORDER
211120228,4/22/2021,0840,1181 VEH ACCIDENT-MINOR INJURY
211120235,4/22/2021,1628,273.6APC DV RESTRAIN ORD VIOL
211120248,4/22/2021,0907,459 PC BURG RESD-FORCE
211120271,4/22/2021,1000,10851R OUTSIDE AGENCY RECOVERY
211120272,4/22/2021,1224,288(A) PC L&L W/ UNDER 14YRS
211120276,4/22/2021,0937,245A1 PC ASSAULT W/O FIREARM
211120282,4/22/2021,1400,273.5(A) PC DV SBI OR WEAPON
211120283,4/22/2021,0945,5150 WI 72 HR MENTAL HOLD
211120287,4/22/2021,1209,5150 WI 72 HR MENTAL HOLD
211120300,4/22/2021,1046,484PC PETTY THEFT OTHER
211120301,4/22/2021,0958,459 PC BURG COMM-FORCE
211120302,4/22/2021,1000,GANG REGISTRATION
211120303,4/22/2021,1002,288(A) PC L&L W/ UNDER 14YRS
211120311,4/22/2021,1014,STOLEN PLATE
211120316,4/22/2021,1016,1181 VEH ACCIDENT-MINOR INJURY
211120323,4/22/2021,1027,487 PC GRAND THEFT OTHER
211120326,4/22/2021,1213,SUSPICIOUS CIRCUMSTANCES
211120337,4/22/2021,1046,594 PC VANDALISM-GRAFFITI
211120350,4/22/2021,1158,SUSPICIOUS CIRCUMSTANCES
211120359,4/22/2021,1110,459 PC BURG COMM-FORCE
211120373,4/22/2021,1551,30305 PC FELON POSN AMMO/FEL
211120374,4/22/2021,1130,14601 VC SUSPENDED LICENSE
211120379,4/22/2021,1405,10851(A) VC VEHICLE THEFT
211120380,4/22/2021,1134,242 PC BATTERY
211120382,4/22/2021,1125,459 PC BURG COMM-FORCE
211120384,4/22/2021,1136,459 PC BURG COMM-FORCE
211120394,4/22/2021,1152,10851(A) VC VEHICLE THEFT
211120396,4/22/2021,1157,1065J MISSING JUVENILE
211120402,4/22/2021,1542,5150 WI 72 HR MENTAL HOLD
211120426,4/22/2021,1229,STOLEN PLATE
211120431,4/22/2021,1232,1181 VEH ACCIDENT-MINOR INJURY
211120432,4/22/2021,1235,602 PC TRESPASSING
211120440,4/22/2021,1428,273.6APC DV RESTRAIN ORD VIOL
211120443,4/22/2021,1249,10851(A) VC VEHICLE THEFT
211120444,4/22/2021,1249,10851(A) VC VEHICLE THEFT
211120451,4/22/2021,1255,INFORMATION ONLY
211120466,4/22/2021,1200,246 PC SHOOT OCCU DWELL/VEH
211120470,4/22/2021,1405,10851R OUTSIDE AGENCY RECOVERY
211120475,4/22/2021,1317,487 PC GRAND THEFT OTHER
211120481,4/22/2021,2211,211 PC ROBBERY ARMED
211120484,4/22/2021,1329,261 PC RAPE
211120488,4/22/2021,1521,368DE PC ELD/DEPNDT FIN ABUSE
211120509,4/22/2021,1353,SUSPICIOUS CIRCUMSTANCES
211120517,4/22/2021,1715,1181 VEH ACCIDENT-MINOR INJURY
211120525,4/22/2021,1522,5150 WI 72 HR MENTAL HOLD
211120527,4/22/2021,1448,11377(A) HS POSN CNTRLD SUBS
211120547,4/22/2021,1326,20002VC HIT AND RUN-PROP DMG
211120558,4/22/2021,1500,273.5(A) PC DV MINOR INJURY
211120563,4/22/2021,1459,10851R OUTSIDE AGENCY RECOVERY
211120568,4/22/2021,1543,10851(A) VC VEHICLE THEFT
211120576,4/22/2021,1456,10851(A) VC VEHICLE THEFT
211120592,4/22/2021,1859,459 PC BURGLARY VEHICLE<$950
211120597,4/22/2021,1531,10851(A) VC VEHICLE THEFT
211120607,4/22/2021,1542,273.5(A) PC DV MINOR INJURY
211120609,4/22/2021,1445,20002VC HIT AND RUN-PROP DMG
211120630,4/22/2021,1722,273.5(A) PC DV MINOR INJURY
211120634,4/22/2021,1607,10851(A) VC VEHICLE THEFT
211120638,4/22/2021,1329,273.5(A) PC DV SBI OR WEAPON
211120642,4/22/2021,1616,484PC PETTY THEFT OTHER
211120657,4/22/2021,1631,484PC PETTY THEFT OTHER
211120658,4/22/2021,1710,496(A) PC RECEIVE STOLEN PROP
211120660,4/22/2021,1645,10851R OUTSIDE AGENCY RECOVERY
211120672,4/22/2021,1718,288A(A) PC ORAL COPULATION
211120678,4/22/2021,1645,487 PC GRAND THEFT OTHER
211120679,4/22/2021,1646,10851(A) VC VEHICLE THEFT
211120687,4/22/2021,1651,459 PC BURG RESD-NO FORCE
211120691,4/22/2021,1657,594 PC VANDALISM-$400 OR MORE
211120692,4/22/2021,2217,594 PC VANDALISM-GRAFFITI
211120696,4/22/2021,1752,273.6APC DV RESTRAIN ORD VIOL
211120701,4/22/2021,1703,SUSPICIOUS CIRCUMSTANCES
211120708,4/22/2021,1710,11351 HS NARCOTICS SALES
211120716,4/22/2021,1718,273.5(A) PC DV MINOR INJURY
211120723,4/22/2021,1723,10851R OUTSIDE AGENCY RECOVERY
211120724,4/22/2021,1723,10851(A) VC VEHICLE THEFT
211120727,4/22/2021,1725,10851(A) VC VEHICLE THEFT
211120732,4/22/2021,1729,5150 WI 72 HR MENTAL HOLD
211120742,4/22/2021,2051,1056 SUICIDE
211120756,4/22/2021,1750,479 POSN/RECV COUNTRFEIT MONEY
211120761,4/22/2021,1752,242 PC BATTERY
211120765,4/22/2021,1758,11377(A) HS POSN CNTRLD SUBS
211120770,4/22/2021,1802,INFORMATION ONLY
211120771,4/22/2021,1800,11377(A) HS POSN CNTRLD SUBS
211120783,4/22/2021,1812,20001 VC HIT AND RUN-DEATH/INJ
211120786,4/22/2021,1813,11377(A) HS POSN CNTRLD SUBS
211120789,4/22/2021,1815,SUSPICIOUS CIRCUMSTANCES
211120804,4/22/2021,2318,11378 HS POSN CNTRLD SUBS SALE
211120805,4/22/2021,2309,11377(A) HS POSN CNTRLD SUBS
211120806,4/22/2021,1835,INFORMATION ONLY
211120840,4/22/2021,1920,459 PC BURGLARY VEHICLE<$950
211120841,4/22/2021,1920,273AB PC CHLD ABUSE NOT AGG
211120842,4/22/2021,1920,273.5(A) PC DV MINOR INJURY
211120851,4/22/2021,1929,11350 HS NARCOTICS POSSESSION
211120872,4/22/2021,2001,INFORMATION ONLY
211120884,4/22/2021,2013,INFORMATION ONLY
211120900,4/22/2021,2252,1180 VEH ACCIDENT-MAJOR INJURY
211120902,4/22/2021,2032,10851(A) VC VEHICLE THEFT
211120905,4/22/2021,2036,368(B)1 PC ELDER/DEPNDT ABUSE
211120917,4/22/2021,2049,20002VC HIT AND RUN-PROP DMG
211120919,4/22/2021,2052,1055 DEATH/DEAD BODY
211120922,4/22/2021,2337,11378 HS POSN CNTRLD SUBS SALE
211120923,4/22/2021,2212,29800 PC ADDICT/FEL POSN WEAP
211120933,4/22/2021,2256,5150 WI 72 HR MENTAL HOLD
211120957,4/22/2021,2136,SUSPICIOUS CIRCUMSTANCES
211120963,4/22/2021,2142,2800.2(A) VC EVADING RECKLESS
211120966,4/22/2021,2207,10851(A) VC VEHICLE THEFT
211120967,4/22/2021,2206,11377(A) HS POSN CNTRLD SUBS
211120973,4/22/2021,2201,242 PC BATTERY
211120977,4/22/2021,2204,5150 WI 72 HR MENTAL HOLD
211121002,4/22/2021,2247,273.6APC DV RESTRAIN ORD VIOL
211121009,4/22/2021,2306,11364 HS DRUG PARAPHERNALIA
211121028,4/22/2021,2333,10851(A) VC VEHICLE THEFT
211121029,4/22/2021,2333,11350 HS NARCOTICS POSSESSION
211123200,4/22/2021,0720,459 PC BURGLARY VEHICLE>$950
211123201,4/22/2021,0813,459 PC BURGLARY VEHICLE<$950
211123202,4/22/2021,0816,487 PC GRAND THEFT BIKE
211123203,4/22/2021,0843,459 PC BURGLARY VEHICLE>$950
211123204,4/22/2021,0846,459 PC BURGLARY VEHICLE>$950
211123205,4/22/2021,0941,459 PC BURGLARY VEHICLE<$950
211123206,4/22/2021,1003,484PC PETTY THEFT FROM BLDG
211123207,4/22/2021,1028,484PC PETTY THEFT FROM BLDG
211123208,4/22/2021,1032,459 PC BURGLARY VEHICLE>$950
211123209,4/22/2021,1034,PROPERTY LOST
211123210,4/22/2021,1050,530.5 PC IDENTITY THEFT
211123211,4/22/2021,1142,PROPERTY LOST
211123212,4/22/2021,1543,484 PC CREDIT/DEBIT CARD USE
211123213,4/22/2021,1442,PROPERTY LOST
211123214,4/22/2021,1513,484 PC CREDIT/DEBIT CARD USE
211123215,4/22/2021,1422,487 PC GRAND THEFT OTHER
211123216,4/22/2021,1411,459 PC BURGLARY VEHICLE>$950
211123217,4/22/2021,1343,530.5 PC IDENTITY THEFT
211123218,4/22/2021,1340,PROPERTY LOST
211123219,4/22/2021,1338,484 PC CREDIT/DEBIT CARD USE
211123220,4/22/2021,1304,459 PC BURGLARY VEHICLE>$950
211123221,4/22/2021,1258,594 PC VANDALISM-GRAFFITI
211123222,4/22/2021,1243,459PC BURG VEH PARTS/ACC>$950
211123223,4/22/2021,1239,459 PC BURGLARY VEHICLE<$950
211123224,4/22/2021,1214,PROPERTY LOST
211123225,4/22/2021,1212,459 PC BURGLARY VEHICLE<$950
211123226,4/22/2021,1206,459PC BURG VEH PARTS/ACC>$950
211123227,4/22/2021,1128,PROPERTY LOST
211123228,4/22/2021,2337,PROPERTY LOST
211123229,4/22/2021,1723,459 PC BURGLARY VEHICLE<$950
211123230,4/22/2021,1725,10852 VC VEHICLE TAMPERING
211123231,4/22/2021,1651,459 PC BURGLARY VEHICLE<$950
211123232,4/22/2021,2026,484PC PETTY THEFT OTHER
211123233,4/22/2021,1100,476 PC FICTICIOUS/NSF CHECK
211123234,4/22/2021,1811,530.5 PC IDENTITY THEFT
211123235,4/22/2021,2116,502C1(B) PC ALTER COMPUTER SYS
211123236,4/22/2021,1706,484 PC CREDIT/DEBIT CARD USE
211123237,4/22/2021,2108,PROPERTY LOST
211123238,4/22/2021,1938,459 PC BURGLARY VEHICLE<$950
211123239,4/22/2021,1831,594 PC VANDALISM-<$400
211124000,4/22/2021,1001,20002VC HIT AND RUN-PROP DMG
211124001,4/22/2021,1415,20002VC HIT AND RUN-PROP DMG
211124002,4/22/2021,1639,20002VC HIT AND RUN-PROP DMG
211129500,4/22/2021,0007,1065A MISSING ADULT
211129501,4/22/2021,0014,1065J MISSING JUVENILE
211129502,4/22/2021,0914,1065A MISSING ADULT
211129503,4/22/2021,1009,242 PC BATTERY
211129504,4/22/2021,1051,1065J MISSING JUVENILE
211129505,4/22/2021,1235,240 PC ASSAULT
211129506,4/22/2021,1245,1065A MISSING ADULT
211129507,4/22/2021,1309,487 PC GRAND THEFT OTHER
211129508,4/22/2021,1331,530.5 PC IDENTITY THEFT
211129509,4/22/2021,1354,530.5 PC IDENTITY THEFT
211129510,4/22/2021,1420,484PC PETTY THEFT OTHER
211129511,4/22/2021,1438,594 PC VANDALISM-<$400
211129512,4/22/2021,1508,530.5 PC IDENTITY THEFT
211129513,4/22/2021,1542,647.6A1 PC ANNOY/MOLEST MINOR
211129514,4/22/2021,1632,1065J MISSING JUVENILE
211129515,4/22/2021,1759,1065A MISSING ADULT
211129516,4/22/2021,1936,1065A MISSING ADULT
211129517,4/22/2021,2125,1065J MISSING JUVENILE
211129518,4/22/2021,2130,1065J MISSING JUVENILE
211129705,4/22/2021,1622,SUSPICIOUS CIRCUMSTANCES
211129789,4/22/2021,2159,SUSPICIOUS CIRCUMSTANCES
211129790,4/22/2021,2134,INFORMATION ONLY
211129791,4/22/2021,2111,SUSPICIOUS CIRCUMSTANCES
211129792,4/22/2021,2041,INFORMATION ONLY
211129793,4/22/2021,2012,270PC NEGLECT/FAIL TO PROVIDE
211129794,4/22/2021,1915,270PC NEGLECT/FAIL TO PROVIDE
211129795,4/22/2021,1849,270PC NEGLECT/FAIL TO PROVIDE
211129796,4/22/2021,1807,270PC NEGLECT/FAIL TO PROVIDE
211129797,4/22/2021,1741,273AB PC CHLD ABUSE NOT AGG
211129798,4/22/2021,1347,288(A) PC L&L W/ UNDER 14YRS
211129799,4/22/2021,1313,273AB PC CHLD ABUSE NOT AGG
211129800,4/22/2021,0151,261 PC RAPE
211129801,4/22/2021,0210,368DE PC ELD/DEPNDT FIN ABUSE
211129802,4/22/2021,0311,368DE PC ELD/DEPNDT FIN ABUSE
211129803,4/22/2021,0322,368DE PC ELD/DEPNDT FIN ABUSE
211129804,4/22/2021,0414,INFORMATION ONLY
211129805,4/22/2021,1202,368DE PC ELD/DEPNDT FIN ABUSE
211129806,4/22/2021,1719,368DE PC ELD/DEPNDT FIN ABUSE
211129807,4/22/2021,1719,368DE PC ELD/DEPNDT FIN ABUSE
211129808,4/22/2021,1719,368DE PC ELD/DEPNDT FIN ABUSE
211129809,4/22/2021,1719,368DE PC ELD/DEPNDT FIN ABUSE
211129810,4/22/2021,1719,368DE PC ELD/DEPNDT FIN ABUSE
211129811,4/22/2021,1719,368(B)1 PC ELDER/DEPNDT ABUSE
211129812,4/22/2021,1719,368DE PC ELD/DEPNDT FIN ABUSE
211129813,4/22/2021,1833,368DE PC ELD/DEPNDT FIN ABUSE
211129814,4/22/2021,1848,368DE PC ELD/DEPNDT FIN ABUSE
211129815,4/22/2021,1848,368(B)1 PC ELDER/DEPNDT ABUSE
211129816,4/22/2021,1848,368DE PC ELD/DEPNDT FIN ABUSE
211129817,4/22/2021,1848,368DE PC ELD/DEPNDT FIN ABUSE
211129818,4/22/2021,1936,368DE PC ELD/DEPNDT FIN ABUSE
211129819,4/22/2021,1936,368(B)1 PC ELDER/DEPNDT ABUSE
211129820,4/22/2021,1936,368(B)1 PC ELDER/DEPNDT ABUSE
211129821,4/22/2021,1936,368DE PC ELD/DEPNDT FIN ABUSE
211139702,4/22/2021,1335,20002VC HIT AND RUN-PROP DMG
211120357,4/23/2021,1733,11364 HS DRUG PARAPHERNALIA
211120728,4/23/2021,0022,11377(A) HS POSN CNTRLD SUBS
211120766,4/23/2021,0040,SUSPICIOUS CIRCUMSTANCES
211120790,4/23/2021,0217,11364 HS DRUG PARAPHERNALIA
211120819,4/23/2021,0221,11350 HS NARCOTICS POSSESSION
211120882,4/23/2021,0012,262(A)(1) PC RAPE SPOUSE
211120890,4/23/2021,0000,23103(A) VC RECKLESS DRIVING
211120990,4/23/2021,0237,PROPERTY FOUND-FIREARMS
211130007,4/23/2021,0005,10851(A) VC VEHICLE THEFT
211130022,4/23/2021,0031,245A1 PC ASSAULT W/O FIREARM
211130026,4/23/2021,0040,245A2 PC ASSAULT W/ FIREARM
211130041,4/23/2021,0059,20002VC HIT AND RUN-PROP DMG
211130049,4/23/2021,0117,243(E)(1) PC BATTERY DOMESTIC
211130051,4/23/2021,0140,11364 HS DRUG PARAPHERNALIA
211130065,4/23/2021,0147,273.6APC DV RESTRAIN ORD VIOL
211130072,4/23/2021,0214,459 PC BURG RESD-NO FORCE
211130076,4/23/2021,0524,459 PC BURG RESD-FORCE
211130077,4/23/2021,0227,273.6APC DV RESTRAIN ORD VIOL
211130090,4/23/2021,0327,10851(A) VC VEHICLE THEFT
211130094,4/23/2021,0344,11364 HS DRUG PARAPHERNALIA
211130102,4/23/2021,0400,STOP INFO ONLY
211130109,4/23/2021,0419,23152A VC DUI ALCOHOL/DRUGS
211130113,4/23/2021,0429,INFORMATION ONLY
211130118,4/23/2021,0457,10851(A) VC VEHICLE THEFT
211130125,4/23/2021,0549,1181 VEH ACCIDENT-MINOR INJURY
211130126,4/23/2021,0513,5150 WI 72 HR MENTAL HOLD
211130128,4/23/2021,0516,10851(A) VC VEHICLE THEFT
211130129,4/23/2021,0516,459 PC BURG COMM-FORCE
211130131,4/23/2021,0735,10851R OUTSIDE AGENCY RECOVERY
211130138,4/23/2021,0535,211 PC ROBBERY ARMED
211130145,4/23/2021,0559,211 PC ROBBERY ARMED
211130148,4/23/2021,0608,459 PC BURG COMM-FORCE
211130151,4/23/2021,1007,594 PC VANDALISM-$400 OR MORE
211130163,4/23/2021,0819,459 PC BURG COMM-FORCE
211130167,4/23/2021,0713,INFORMATION ONLY
211130168,4/23/2021,0713,11377(A) HS POSN CNTRLD SUBS
211130188,4/23/2021,0832,459 PC BURG RESD-NO FORCE
211130216,4/23/2021,0827,INFORMATION ONLY
211130217,4/23/2021,0831,594 PC VANDALISM-$400 OR MORE
211130235,4/23/2021,0851,594 PC VANDALISM-$400 OR MORE
211130239,4/23/2021,0857,STOLEN PLATE
211130241,4/23/2021,0906,594 PC VANDALISM-$400 OR MORE
211130242,4/23/2021,0901,417(A)(2) PC BRANDISH FIREARM
211130244,4/23/2021,0903,594 PC VANDALISM-$400 OR MORE
211130251,4/23/2021,0910,1065J MISSING JUVENILE
211130258,4/23/2021,0921,594 PC VANDALISM-$400 OR MORE
211130259,4/23/2021,0922,1055 DEATH/DEAD BODY
211130260,4/23/2021,1241,10851(A) VC VEHICLE THEFT
211130273,4/23/2021,0939,5150 WI 72 HR MENTAL HOLD
211130274,4/23/2021,0940,242 PC BATTERY
211130276,4/23/2021,1711,242 PC BATTERY
211130282,4/23/2021,1000,STOP INFO ONLY
211130284,4/23/2021,0952,INFORMATION ONLY
211130292,4/23/2021,1002,SUSPICIOUS CIRCUMSTANCES
211130296,4/23/2021,1251,10851(A) VC VEHICLE THEFT
211130298,4/23/2021,1012,INFORMATION ONLY
211130301,4/23/2021,1014,487 PC GRAND THEFT OTHER
211130303,4/23/2021,1014,273.6APC DV RESTRAIN ORD VIOL
211130304,4/23/2021,1132,459 PC BURGLARY VEHICLE<$950
211130306,4/23/2021,1016,243.4 PC BATTERY SEXUAL
211130308,4/23/2021,1020,10851(A) VC VEHICLE THEFT
211130340,4/23/2021,1740,PROPERTY FOUND-GENERAL
211130343,4/23/2021,1055,1065J MISSING JUVENILE
211130347,4/23/2021,1322,368(B)1 PC ELDER/DEPNDT ABUSE
211130356,4/23/2021,1109,5150 WI 72 HR MENTAL HOLD
211130361,4/23/2021,1111,1182 VEH ACCIDENT-PROPERTY DMG
211130381,4/23/2021,1131,PROPERTY FOUND-GENERAL
211130387,4/23/2021,1305,WARRANT & FUGITIVE
211130388,4/23/2021,1141,10851(A) VC VEHICLE THEFT
211130392,4/23/2021,1231,459 PC BURG RESD-FORCE
211130394,4/23/2021,1152,10851R OUTSIDE AGENCY RECOVERY
211130395,4/23/2021,1244,368(B)1 PC ELDER/DEPNDT ABUSE
211130402,4/23/2021,1154,10851(A) VC VEHICLE THEFT
211130406,4/23/2021,1157,484PC PETTY THEFT OTHER
211130415,4/23/2021,1436,245A1 PC ASSAULT W/O FIREARM
211130427,4/23/2021,1351,211 PC PURSE SNATCH-RESIST
211130433,4/23/2021,1459,SUSPICIOUS CIRCUMSTANCES
211130437,4/23/2021,1246,DOMESTIC-653M ANNOY CALL/TEXT/
211130447,4/23/2021,1257,STOP INFO ONLY
211130455,4/23/2021,1306,484PC PETTY THEFT FROM BLDG
211130457,4/23/2021,1430,20002VC HIT AND RUN-PROP DMG
211130467,4/23/2021,1322,459 PC BURG RESD-FORCE
211130471,4/23/2021,1326,5150 WI 72 HR MENTAL HOLD
211130474,4/23/2021,1344,459 PC BURGLARY VEHICLE>$950
211130490,4/23/2021,1350,INFORMATION ONLY
211130501,4/23/2021,1429,368(B)1 PC ELDER/DEPNDT ABUSE
211130517,4/23/2021,1424,1180 VEH ACCIDENT-MAJOR INJURY
211130522,4/23/2021,1018,30305 PC FELON POSN AMMO/MISD
211130530,4/23/2021,1436,10851(A) VC VEHICLE THEFT
211130531,4/23/2021,1436,1181 VEH ACCIDENT-MINOR INJURY
211130532,4/23/2021,1437,STOLEN PLATE
211130535,4/23/2021,1440,459 PC BURG RESD-FORCE
211130540,4/23/2021,1448,459 PC BURG COMM-FORCE
211130547,4/23/2021,1457,20002VC HIT AND RUN-PROP DMG
211130552,4/23/2021,2249,10851R OUTSIDE AGENCY RECOVERY
211130555,4/23/2021,1507,20002VC HIT AND RUN-PROP DMG
211130562,4/23/2021,1512,1181 VEH ACCIDENT-MINOR INJURY
211130565,4/23/2021,1513,20002VC HIT AND RUN-PROP DMG
211130576,4/23/2021,1520,2800.1(A) VC EVADING
211130579,4/23/2021,1525,1182 VEH ACCIDENT-PROPERTY DMG
211130599,4/23/2021,1543,OTHER MISDEMEANOR
211130600,4/23/2021,1544,PROPERTY FOUND-GENERAL
211130607,4/23/2021,1644,10851(A) VC VEHICLE THEFT
211130616,4/23/2021,2319,242 PC BATTERY
211130628,4/23/2021,1653,23152A VC DUI ALCOHOL/DRUGS
211130634,4/23/2021,1934,INFORMATION ONLY
211130637,4/23/2021,1630,484PC PETTY THEFT SHOPLIFT<950
211130639,4/23/2021,1635,10851(A) VC VEHICLE THEFT
211130646,4/23/2021,1639,10851(A) VC VEHICLE THEFT
211130649,4/23/2021,1802,1181 VEH ACCIDENT-MINOR INJURY
211130653,4/23/2021,1705,1181 VEH ACCIDENT-MINOR INJURY
211130667,4/23/2021,1657,166 PC VIOLATE COURT ORDER
211130681,4/23/2021,1919,273.6APC DV RESTRAIN ORD VIOL
211130684,4/23/2021,1832,243(E)(1) PC BATTERY DOMESTIC
211130690,4/23/2021,1717,484PC PETTY THEFT SHOPLIFT<950
211130691,4/23/2021,1717,1181 VEH ACCIDENT-MINOR INJURY
211130692,4/23/2021,1719,10851(A) VC PENDING ATU REVIEW
211130706,4/23/2021,1728,10851(A) VC PENDING ATU REVIEW
211130708,4/23/2021,2200,TRAFFIC VIOLATION-MISD
211130709,4/23/2021,1731,5150 WI 72 HR MENTAL HOLD
211130711,4/23/2021,1830,273AB PC CHLD ABUSE NOT AGG
211130727,4/23/2021,1926,484PC PETTY THEFT SHOPLIFT<950
211130732,4/23/2021,1752,459 PC BURG RESD-FORCE
211130735,4/23/2021,1756,459 PC BURG RESD-FORCE
211130760,4/23/2021,1819,273.6APC DV RESTRAIN ORD VIOL
211130774,4/23/2021,1836,5150 WI 72 HR MENTAL HOLD
211130778,4/23/2021,1839,5150 WI 72 HR MENTAL HOLD
211130784,4/23/2021,1845,10851(A) VC VEHICLE THEFT
211130789,4/23/2021,1849,211 PC ROBBERY STRONG-ARM
211130792,4/23/2021,1852,220PC RAPE ASLT TO COMMIT/ATT
211130794,4/23/2021,1853,1181 VEH ACCIDENT-MINOR INJURY
211130801,4/23/2021,1900,5150 WI 72 HR MENTAL HOLD
211130812,4/23/2021,1922,273AB PC CHLD ABUSE NOT AGG
211130816,4/23/2021,1917,5150 WI 72 HR MENTAL HOLD
211130821,4/23/2021,2314,INFORMATION ONLY
211130842,4/23/2021,1949,148(A)(1) PC RESIST ARREST
211130845,4/23/2021,2000,23152A VC DUI ALCOHOL/DRUGS
211130846,4/23/2021,2000,23153A VC DUI ALCOHOL/DRUG GBI
211130857,4/23/2021,2034,INFORMATION ONLY
211130871,4/23/2021,2039,243(B) PC BATTERY ON AN OFC
211130878,4/23/2021,2358,148.9 PC FLS INFO TO OFC
211130889,4/23/2021,2057,459 PC BURG RESD-NO FORCE
